datum;nachname;anzahl;jahr
2012-12-31;Eckardt;4;2012
2015-12-31;Rovito;5;2015
2012-12-31;Ventura;10;2012
2021-12-31;Olah;9;2021
2021-12-31;Peng;7;2021
2018-12-31;Schöb;11;2018
2018-12-31;Menzi;9;2018
2022-12-31;Siegenthaler;76;2022
2012-12-31;Zipperer;6;2012
2011-12-31;Coche;4;2011
2020-12-31;Kocayildiz;10;2020
2019-12-31;Sauter;51;2019
2013-12-31;Carnevale;9;2013
2021-12-31;Neziri;33;2021
2020-12-31;Blome;6;2020
2017-12-31;Polek;5;2017
2012-12-31;Haevel;7;2012
2015-12-31;Urben;11;2015
2014-12-31;Köppel;11;2014
2013-12-31;Craddock;5;2013
2020-12-31;Avram;8;2020
2020-12-31;Sadat;9;2020
2017-12-31;Avila;9;2017
2016-12-31;Hegi;5;2016
2018-12-31;Tomasella;4;2018
2019-12-31;Gaus;8;2019
2019-12-31;Bollier;11;2019
2021-12-31;Vergés;5;2021
2015-12-31;Yagcioglu;6;2015
2015-12-31;Cengiz;26;2015
2015-12-31;Imbrogiano;22;2015
2021-12-31;Saraceno;7;2021
2020-12-31;Nhieu;5;2020
2015-12-31;Jendreyko;5;2015
2013-12-31;Kurth;25;2013
2020-12-31;Ceesay;5;2020
2011-12-31;Volmer;4;2011
2020-12-31;Tedesco;6;2020
2011-12-31;Rydbirk;5;2011
2019-12-31;Eckerle;7;2019
2018-12-31;Munafo;4;2018
2021-12-31;Zirdum;9;2021
2018-12-31;Carril;4;2018
2018-12-31;Dubach;42;2018
2016-12-31;Ashkuri;4;2016
2012-12-31;Indlekofer;18;2012
2017-12-31;Persia;5;2017
2022-12-31;Khalaf;9;2022
2019-12-31;Lo Verdi;5;2019
2020-12-31;Kreuzer;9;2020
2011-12-31;Landolt;37;2011
2016-12-31;Ramushi;11;2016
2022-12-31;Leutwyler;16;2022
2018-12-31;Berki;7;2018
2017-12-31;Ruff;5;2017
2021-12-31;Bechtold;7;2021
2022-12-31;Cantieni;5;2022
2014-12-31;Marini;6;2014
2014-12-31;Samec;4;2014
2015-12-31;Karapinar;13;2015
2013-12-31;Nicoli;5;2013
2013-12-31;Kulac;4;2013
2022-12-31;Kovachi;5;2022
2022-12-31;d'Aujourd'hui;10;2022
2013-12-31;Ural;9;2013
2020-12-31;Atipi;13;2020
2018-12-31;Kattathara;4;2018
2015-12-31;Maiorana;4;2015
2017-12-31;Jashari;50;2017
2017-12-31;Pantaleoni;5;2017
2021-12-31;Acton;5;2021
2013-12-31;Agatic;6;2013
2013-12-31;Arsenijevic;7;2013
2013-12-31;Cuan;6;2013
2022-12-31;Hurni;20;2022
2011-12-31;Karim;4;2011
2019-12-31;Lammer;11;2019
2014-12-31;Bolzern;15;2014
2014-12-31;Rahiel;7;2014
2012-12-31;Ünal;13;2012
2019-12-31;Bätscher;15;2019
2016-12-31;Roldan;5;2016
2011-12-31;Graziano;6;2011
2012-12-31;Nicholas;4;2012
2020-12-31;Valli;8;2020
2022-12-31;Trisheski;4;2022
2011-12-31;Rizzotto;7;2011
2022-12-31;Krasniqi;143;2022
2020-12-31;Calonder;5;2020
2016-12-31;Harter;4;2016
2015-12-31;Leibacher;7;2015
2014-12-31;Vasquez;5;2014
2019-12-31;Caetano;6;2019
2022-12-31;Leibacher;4;2022
2016-12-31;Sadiki;8;2016
2011-12-31;von Feilitzsch;7;2011
2020-12-31;Zeugin;29;2020
2017-12-31;Del Rio;18;2017
2011-12-31;Rickenbacher;26;2011
2021-12-31;Joubert;6;2021
2014-12-31;Rindlisbacher;23;2014
2020-12-31;Perler;9;2020
2018-12-31;Caamano;6;2018
2013-12-31;Kölliker;22;2013
2021-12-31;Eckenstein;4;2021
2011-12-31;Stolfa;4;2011
2014-12-31;du Pasquier;4;2014
2021-12-31;Kolaj;4;2021
2019-12-31;Acemoglu;8;2019
2019-12-31;Sinanaj;10;2019
2019-12-31;Merian;7;2019
2012-12-31;Deli;6;2012
2014-12-31;Loretan;23;2014
2016-12-31;Jaff;12;2016
2015-12-31;Mihaljevic;4;2015
2021-12-31;Allenbach;12;2021
2014-12-31;Kiziltepe;4;2014
2013-12-31;Boxler;9;2013
2014-12-31;Rotach;6;2014
2011-12-31;Balboni;5;2011
2012-12-31;Vural;28;2012
2012-12-31;Phan;7;2012
2020-12-31;Kränzlin;7;2020
2019-12-31;Fellmann;23;2019
2012-12-31;Shabani;27;2012
2018-12-31;Dirnhofer;5;2018
2019-12-31;Suter;271;2019
2022-12-31;Gunaseelan;4;2022
2019-12-31;Vuille;18;2019
2021-12-31;Gebrihiwet;5;2021
2020-12-31;Mohoric;4;2020
2020-12-31;De Luca;7;2020
2012-12-31;Dell;6;2012
2011-12-31;Prétot;17;2011
2017-12-31;Feisst;8;2017
2019-12-31;Blume;8;2019
2020-12-31;Redjeposki;5;2020
2011-12-31;Keskinaslan;4;2011
2014-12-31;Berczelly;4;2014
2012-12-31;Cambria;7;2012
2018-12-31;Salvisberg;24;2018
2022-12-31;Miele;10;2022
2020-12-31;Rifati;12;2020
2020-12-31;Brändli;14;2020
2011-12-31;Storz;17;2011
2016-12-31;Schubiger;20;2016
2021-12-31;Rivolta;12;2021
2019-12-31;Akdeniz;20;2019
2020-12-31;Weibel;64;2020
2018-12-31;Ferenc;5;2018
2015-12-31;Jakobs;5;2015
2014-12-31;Jordi;40;2014
2016-12-31;Mulabdic;4;2016
2022-12-31;Nilsson;12;2022
2020-12-31;Purkic;6;2020
2019-12-31;Pohl;22;2019
2012-12-31;Rytz;26;2012
2019-12-31;Büyüksoy;5;2019
2013-12-31;Bedzeti;21;2013
2019-12-31;Crowe;4;2019
2019-12-31;Prime;10;2019
2017-12-31;Scandurra;4;2017
2012-12-31;Donelli;12;2012
2015-12-31;Bretscher;8;2015
2022-12-31;Zeiter;8;2022
2011-12-31;Mc Daid;4;2011
2020-12-31;Ifenkwe;7;2020
2017-12-31;Heid;19;2017
2022-12-31;Blender;5;2022
2012-12-31;Howarth;4;2012
2018-12-31;Rohrwild;4;2018
2012-12-31;Lovric;8;2012
2018-12-31;Schönbächler;5;2018
2013-12-31;Leemann;9;2013
2017-12-31;di Fulco;4;2017
2014-12-31;Spörri;28;2014
2012-12-31;Tlemsani;4;2012
2019-12-31;Bektas;29;2019
2012-12-31;Juillerat;10;2012
2018-12-31;Leslie;5;2018
2013-12-31;Zambrano;4;2013
2014-12-31;Bringolf;9;2014
2020-12-31;Flubacher;21;2020
2016-12-31;Ebner;37;2016
2012-12-31;Friesen;4;2012
2013-12-31;Karger;8;2013
2022-12-31;Francis;9;2022
2016-12-31;Gigon;9;2016
2012-12-31;Cullen;4;2012
2018-12-31;Boeglin;6;2018
2018-12-31;Gojevic;7;2018
2018-12-31;Bölsterli;4;2018
2020-12-31;Polzin;4;2020
2017-12-31;Karadzic;5;2017
2019-12-31;de Brito;6;2019
2020-12-31;Tschan;32;2020
2020-12-31;Beretta;4;2020
2021-12-31;Mast;8;2021
2018-12-31;Vogel;133;2018
2021-12-31;Ponnu;5;2021
2020-12-31;Claessen;5;2020
2013-12-31;Nagarajah;5;2013
2022-12-31;Roy;12;2022
2018-12-31;Röthlisberger;69;2018
2015-12-31;Zumbach;11;2015
2012-12-31;Neubert;4;2012
2022-12-31;Niemann;11;2022
2013-12-31;Hui;8;2013
2022-12-31;Imark;4;2022
2018-12-31;Lo Faro;8;2018
2015-12-31;Muntwiler;6;2015
2014-12-31;Anderau;6;2014
2018-12-31;Graber;63;2018
2020-12-31;Mubemba;4;2020
2022-12-31;Ruhotina;4;2022
2018-12-31;Yoganthiran;4;2018
2012-12-31;Bas;10;2012
2011-12-31;Halasz;6;2011
2015-12-31;Aracena;5;2015
2014-12-31;Häfliger;40;2014
2019-12-31;Stahlberger;4;2019
2020-12-31;Genitsch;7;2020
2019-12-31;Kamber;41;2019
2017-12-31;Heidolf;6;2017
2019-12-31;Froidevaux;4;2019
2016-12-31;Siebenpfund;5;2016
2019-12-31;Marevci;4;2019
2017-12-31;Classen;10;2017
2021-12-31;Messerli;39;2021
2014-12-31;Siehr;5;2014
2014-12-31;Bisonni;14;2014
2022-12-31;Cakicilar;8;2022
2019-12-31;Ajdari;11;2019
2017-12-31;Kaymaz;8;2017
2016-12-31;Wissel;4;2016
2022-12-31;Bulut;21;2022
2012-12-31;Wegmann;21;2012
2011-12-31;Soder;18;2011
2015-12-31;Linden;8;2015
2011-12-31;Blösch;11;2011
2011-12-31;Arnet;11;2011
2017-12-31;Sormani;6;2017
2014-12-31;Frost;4;2014
2021-12-31;Fasola;4;2021
2022-12-31;Schöne;6;2022
2014-12-31;Dabo;6;2014
2015-12-31;Dabral;4;2015
2013-12-31;Goth;9;2013
2014-12-31;Davila;4;2014
2018-12-31;Maksic;6;2018
2020-12-31;Christoffel;6;2020
2020-12-31;Strigin;5;2020
2017-12-31;Artuc;9;2017
2021-12-31;Gören;6;2021
2012-12-31;Bürkle;11;2012
2020-12-31;Näf;76;2020
2022-12-31;Gönder;5;2022
2019-12-31;Molliqi;6;2019
2015-12-31;Maucher;4;2015
2019-12-31;Boras;4;2019
2017-12-31;D'Urso;5;2017
2012-12-31;Kyburz;23;2012
2017-12-31;Evans;11;2017
2015-12-31;Zhang;32;2015
2011-12-31;Ros;6;2011
2011-12-31;Meier;708;2011
2022-12-31;Glanzmann;64;2022
2019-12-31;Lieb;11;2019
2011-12-31;Marten;4;2011
2011-12-31;Köpf;5;2011
2016-12-31;Bucheli;21;2016
2014-12-31;Clauberg;4;2014
2012-12-31;Mack;17;2012
2011-12-31;Kilicaslan;8;2011
2015-12-31;Somazzi;4;2015
2013-12-31;Schlachter;11;2013
2021-12-31;Rudolf;56;2021
2015-12-31;Dinç;8;2015
2015-12-31;Dinc;6;2015
2022-12-31;Lips;12;2022
2018-12-31;Muralt;7;2018
2016-12-31;Jahn;17;2016
2016-12-31;Heil;8;2016
2015-12-31;Wegner;8;2015
2017-12-31;David;17;2017
2022-12-31;Thartori;4;2022
2015-12-31;Camique;4;2015
2022-12-31;Giraldo;4;2022
2017-12-31;Reppucci;4;2017
2011-12-31;Slimen;5;2011
2014-12-31;Gligorov;5;2014
2014-12-31;Delley;5;2014
2019-12-31;Bipp;4;2019
2021-12-31;Studer;218;2021
2022-12-31;Dolder;18;2022
2019-12-31;Valente;10;2019
2021-12-31;Gallmann;4;2021
2014-12-31;Silbiger;7;2014
2011-12-31;Colombi;4;2011
2015-12-31;van Oordt;4;2015
2021-12-31;Jegge;21;2021
2020-12-31;Olivieri;8;2020
2018-12-31;Kündig;37;2018
2013-12-31;Forsberg;5;2013
2017-12-31;Feldinger;16;2017
2013-12-31;Klaus;21;2013
2014-12-31;Falbo;4;2014
2012-12-31;Lorenzo;9;2012
2017-12-31;Chapman;9;2017
2018-12-31;Dejanovic;6;2018
2016-12-31;Bükel;4;2016
2012-12-31;Brianza;13;2012
2016-12-31;Drago;4;2016
2017-12-31;van Vulpen;5;2017
2018-12-31;Biagioni;4;2018
2021-12-31;Schaer;4;2021
2021-12-31;Thali;4;2021
2011-12-31;Schmidli;47;2011
2018-12-31;Saramati;20;2018
2022-12-31;Herr;10;2022
2020-12-31;Qelaj;7;2020
2015-12-31;Andreotti;6;2015
2020-12-31;Scoles;5;2020
2013-12-31;Millan;5;2013
2013-12-31;Wieg;4;2013
2018-12-31;Tripodi;8;2018
2022-12-31;Rothen;29;2022
2013-12-31;Fels;7;2013
2018-12-31;Juval;5;2018
2015-12-31;Rolle;5;2015
2011-12-31;Parrello;5;2011
2017-12-31;Breton;5;2017
2021-12-31;Di Geronimo;5;2021
2017-12-31;Stehlik;4;2017
2016-12-31;Moriarty;4;2016
2021-12-31;Gupta;33;2021
2013-12-31;Fusek;4;2013
2011-12-31;Hiltbrand;21;2011
2014-12-31;Fejzullahu;5;2014
2016-12-31;Adamcevic;4;2016
2013-12-31;Karic;7;2013
2011-12-31;Hartung;9;2011
2017-12-31;Fahrländer;4;2017
2022-12-31;Blechschmidt;6;2022
2021-12-31;Delley;5;2021
2013-12-31;Atan;4;2013
2022-12-31;Krämer;15;2022
2021-12-31;Rustemi;7;2021
2022-12-31;Baanim;4;2022
2021-12-31;Cordier;4;2021
2019-12-31;Marim;5;2019
2021-12-31;Hüni;4;2021
2020-12-31;Forsberg;4;2020
2011-12-31;Anwar;9;2011
2013-12-31;Sidler;43;2013
2016-12-31;Bieber;5;2016
2020-12-31;Levy;19;2020
2016-12-31;Nascimento;10;2016
2016-12-31;Ratkovic;7;2016
2014-12-31;Mannschatz;4;2014
2012-12-31;Halmer;5;2012
2013-12-31;Kollitsch;6;2013
2020-12-31;Hatipoglu;5;2020
2020-12-31;Abdullah;17;2020
2017-12-31;Askin;4;2017
2015-12-31;Kolaj;4;2015
2012-12-31;Couttet;4;2012
2022-12-31;Ricci;11;2022
2017-12-31;Nikles;6;2017
2014-12-31;Dewamullage;4;2014
2019-12-31;Marchal;8;2019
2012-12-31;D'Alessandro;11;2012
2019-12-31;Klossner;10;2019
2013-12-31;Schwyter;12;2013
2021-12-31;Paoli;4;2021
2013-12-31;Antelo;9;2013
2015-12-31;Lichtenberger;11;2015
2021-12-31;Krayer;11;2021
2013-12-31;Imbrogiano;21;2013
2021-12-31;Wietlisbach;15;2021
2013-12-31;Quain;4;2013
2021-12-31;Saunders;5;2021
2019-12-31;Schaffner;124;2019
2013-12-31;Gürbüz;6;2013
2021-12-31;Hadjibajrami;6;2021
2012-12-31;Stibler;7;2012
2014-12-31;Jablanovic;7;2014
2022-12-31;Klodel;7;2022
2016-12-31;Birkmose;4;2016
2015-12-31;Slisarenko;4;2015
2013-12-31;Cladé;4;2013
2011-12-31;Strajh;6;2011
2019-12-31;Tauss;5;2019
2016-12-31;Marmouq;4;2016
2018-12-31;ter;8;2018
2021-12-31;Guarnaccia;7;2021
2012-12-31;Hipp;11;2012
2018-12-31;Mostberger;4;2018
2013-12-31;Saridas;17;2013
2021-12-31;Akdemir;5;2021
2019-12-31;Kasman;4;2019
2016-12-31;Popa;6;2016
2018-12-31;Vögelin;51;2018
2017-12-31;Matoshi;8;2017
2019-12-31;Bolat;9;2019
2022-12-31;Karaagac;12;2022
2014-12-31;Sinnathamby;4;2014
2018-12-31;Andretta;4;2018
2011-12-31;Fahrner;4;2011
2011-12-31;Straumann;54;2011
2022-12-31;Baran;22;2022
2011-12-31;Massard;5;2011
2012-12-31;Tartaglia;8;2012
2020-12-31;Sonnenrein;4;2020
2021-12-31;Forrer;43;2021
2018-12-31;Kopec;5;2018
2016-12-31;Lisa;11;2016
2011-12-31;Wurster;7;2011
2015-12-31;Mubemba;4;2015
2016-12-31;Armstrong;4;2016
2012-12-31;Abdili;6;2012
2011-12-31;Lohri;12;2011
2014-12-31;Liu;27;2014
2011-12-31;Killias;4;2011
2018-12-31;Harsch;4;2018
2021-12-31;Heierle;6;2021
2022-12-31;Ghirlanda;5;2022
2019-12-31;Gül;51;2019
2017-12-31;Kadoic;4;2017
2020-12-31;Onderka;4;2020
2015-12-31;Humbel;10;2015
2018-12-31;Yenilmez;4;2018
2020-12-31;Ivanova;13;2020
2019-12-31;Tschanz;31;2019
2020-12-31;Manera;4;2020
2019-12-31;Oettli;10;2019
2016-12-31;Becher;8;2016
2017-12-31;Bubendorf;14;2017
2017-12-31;Noti;4;2017
2022-12-31;Oparnica;8;2022
2021-12-31;Dobr;5;2021
2012-12-31;von Holzen;8;2012
2013-12-31;di Siervi;5;2013
2019-12-31;Cazzato;7;2019
2016-12-31;Randjelovic;8;2016
2016-12-31;Stumpp;7;2016
2022-12-31;Emmerich;8;2022
2019-12-31;Aranha;6;2019
2020-12-31;Bircher;19;2020
2015-12-31;Braginsky;13;2015
2013-12-31;Choudhury;6;2013
2020-12-31;Wachsmuth;5;2020
2020-12-31;Rieger;10;2020
2017-12-31;Hirose;4;2017
2016-12-31;Kusenberg;6;2016
2015-12-31;Juillerat;10;2015
2016-12-31;Sonnenrein;4;2016
2015-12-31;Göritz;4;2015
2019-12-31;Antonetty;4;2019
2019-12-31;Ebner;28;2019
2021-12-31;Americo;4;2021
2018-12-31;Abdo;4;2018
2017-12-31;Jovanovik;4;2017
2014-12-31;Nikaj;8;2014
2017-12-31;Privitera;5;2017
2022-12-31;Ölcer;4;2022
2011-12-31;Häfelfinger;16;2011
2018-12-31;Inäbnit;7;2018
2015-12-31;Iacono;6;2015
2017-12-31;Sivanesan;4;2017
2013-12-31;Reinhold;7;2013
2013-12-31;Däweritz;4;2013
2019-12-31;Cherbuin;5;2019
2021-12-31;Epting;14;2021
2016-12-31;Fuchs;122;2016
2013-12-31;Bui;5;2013
2016-12-31;Gutbrod;6;2016
2022-12-31;Joppen;5;2022
2011-12-31;Volic;7;2011
2021-12-31;Oberhänsli;6;2021
2020-12-31;Cèbis;6;2020
2022-12-31;Andrijasevic;4;2022
2014-12-31;Blechschmidt;9;2014
2017-12-31;Domeniconi;7;2017
2020-12-31;Proto;8;2020
2017-12-31;Puginier;5;2017
2021-12-31;Kvasina;4;2021
2016-12-31;Seinige;4;2016
2012-12-31;Schiffer;5;2012
2020-12-31;Coche;4;2020
2019-12-31;Alcantara;4;2019
2015-12-31;Lavater;6;2015
2014-12-31;Samland;5;2014
2019-12-31;Lomma;12;2019
2021-12-31;Schulenburg;13;2021
2019-12-31;Markstaller;10;2019
2018-12-31;O'Reilly;6;2018
2020-12-31;Thaller;4;2020
2014-12-31;Selvathas;4;2014
2022-12-31;Züger;24;2022
2018-12-31;Ajeti;35;2018
2012-12-31;Harrison;7;2012
2016-12-31;Maltet;6;2016
2021-12-31;Wigger;6;2021
2011-12-31;de Meuron;4;2011
2022-12-31;Danzeisen;7;2022
2021-12-31;Weissenberger;18;2021
2015-12-31;Peyer;38;2015
2018-12-31;Bocherens;4;2018
2011-12-31;Stamm;40;2011
2011-12-31;Klöti;5;2011
2020-12-31;Korn;5;2020
2018-12-31;Lopes;66;2018
2011-12-31;Jurado;7;2011
2011-12-31;Hoxha;7;2011
2020-12-31;Di Terlizzi;5;2020
2012-12-31;Krcmaric;4;2012
2013-12-31;Yüzüak;5;2013
2012-12-31;Mayländer;4;2012
2012-12-31;Bisig;7;2012
2011-12-31;Maschietto;12;2011
2019-12-31;Shamis;8;2019
2021-12-31;Templeton;6;2021
2016-12-31;Rajaratnam;5;2016
2016-12-31;Onyemaonwu;4;2016
2015-12-31;Amstad;9;2015
2015-12-31;Kienzle;5;2015
2017-12-31;Sohn;9;2017
2012-12-31;Benkert;12;2012
2016-12-31;Peric;19;2016
2012-12-31;Podrimcaku;8;2012
2022-12-31;Stahr;6;2022
2022-12-31;Bünter;10;2022
2019-12-31;Korak;6;2019
2022-12-31;Kathiresu;5;2022
2012-12-31;Cappellini;6;2012
2016-12-31;Seelmann;9;2016
2022-12-31;Nizam;4;2022
2011-12-31;Lepore;6;2011
2017-12-31;Jasari;33;2017
2012-12-31;Le;49;2012
2017-12-31;Ciprian;4;2017
2015-12-31;Miribung;4;2015
2019-12-31;Memminger;6;2019
2021-12-31;Fontan;4;2021
2015-12-31;Lovato;4;2015
2011-12-31;Sgroi;5;2011
2022-12-31;Sunna;12;2022
2011-12-31;Holdener;8;2011
2014-12-31;Blauenstein;11;2014
2017-12-31;Tüscher;9;2017
2016-12-31;Steffen;57;2016
2016-12-31;Bremerich;5;2016
2014-12-31;Sennhauser;6;2014
2016-12-31;Rufati;5;2016
2021-12-31;Yildirimpinar;5;2021
2022-12-31;Karakoc;9;2022
2017-12-31;Petrova;6;2017
2019-12-31;Salcedo;4;2019
2013-12-31;Pupo;7;2013
2021-12-31;Corti;6;2021
2020-12-31;Lyssy;5;2020
2019-12-31;Fröscher;6;2019
2011-12-31;Brito;23;2011
2012-12-31;Tröndle;5;2012
2015-12-31;Muller;21;2015
2016-12-31;Janthur;4;2016
2020-12-31;Bellina;11;2020
2020-12-31;Canova;11;2020
2012-12-31;Szucs;5;2012
2022-12-31;Uecker;5;2022
2013-12-31;Miller;25;2013
2021-12-31;Hahn;38;2021
2020-12-31;Scollo;6;2020
2019-12-31;Ismail;24;2019
2021-12-31;Hanimann;4;2021
2018-12-31;Hegner;9;2018
2014-12-31;Graber;64;2014
2014-12-31;Mendes;42;2014
2015-12-31;Fidalgo;6;2015
2014-12-31;Monnerat;11;2014
2013-12-31;Abu;16;2013
2014-12-31;Schacher;17;2014
2021-12-31;Panades;4;2021
2018-12-31;Stäubli;6;2018
2015-12-31;Iqbal;8;2015
2019-12-31;Eulau;7;2019
2016-12-31;Cetiner;5;2016
2013-12-31;Rungger;4;2013
2022-12-31;Hepfer;4;2022
2021-12-31;Fontanilles;5;2021
2012-12-31;Barbati;6;2012
2013-12-31;Jeltsch;8;2013
2020-12-31;Kurmann;29;2020
2014-12-31;Rommerskirchen;4;2014
2021-12-31;Saliji;5;2021
2020-12-31;von Feilitzsch;7;2020
2019-12-31;von Flüe;5;2019
2011-12-31;Dernick;4;2011
2011-12-31;Zumbach;12;2011
2019-12-31;Dolce;18;2019
2021-12-31;Noij;8;2021
2020-12-31;Ferrer;4;2020
2013-12-31;Sumi;4;2013
2011-12-31;Ibraimi;25;2011
2022-12-31;Wehner;4;2022
2017-12-31;Rustemovic;5;2017
2017-12-31;Suleyman;7;2017
2019-12-31;Sritharan;9;2019
2018-12-31;Fernandez;147;2018
2015-12-31;Bernauer;14;2015
2019-12-31;Miele;10;2019
2014-12-31;Augustin;4;2014
2011-12-31;Dal;8;2011
2013-12-31;Mikael;4;2013
2013-12-31;Franjic;10;2013
2016-12-31;Sowa;4;2016
2020-12-31;Eze;14;2020
2015-12-31;Händler;7;2015
2012-12-31;Barton;5;2012
2022-12-31;Miribung;4;2022
2011-12-31;Hanselmann;13;2011
2012-12-31;Erdikli;4;2012
2019-12-31;Bussinger;4;2019
2020-12-31;Strähl;12;2020
2020-12-31;Gregorio;4;2020
2020-12-31;Grossmann;24;2020
2021-12-31;Schleiss;6;2021
2022-12-31;Marano;6;2022
2015-12-31;Bünter;9;2015
2021-12-31;Moning;6;2021
2022-12-31;Mussa;12;2022
2018-12-31;Pancera;5;2018
2013-12-31;Arias;14;2013
2020-12-31;Stankovic;18;2020
2011-12-31;Dietrich;63;2011
2022-12-31;Dürrenberger;37;2022
2011-12-31;Richterich;14;2011
2013-12-31;De Nisco;5;2013
2014-12-31;Baschong;11;2014
2015-12-31;Motschan;5;2015
2019-12-31;Sigrist;55;2019
2017-12-31;Yambanas;5;2017
2011-12-31;Denger;7;2011
2017-12-31;Schädeli;14;2017
2022-12-31;Wright;8;2022
2016-12-31;Heizmann;26;2016
2019-12-31;Esslinger;4;2019
2014-12-31;Prutti;5;2014
2022-12-31;Goel;5;2022
2013-12-31;Wellstein;5;2013
2018-12-31;Guedes;15;2018
2016-12-31;Compare;7;2016
2018-12-31;Norström;5;2018
2014-12-31;Gunzinger;4;2014
2022-12-31;Ruperti;4;2022
2020-12-31;Boll;7;2020
2022-12-31;Lachat;4;2022
2011-12-31;Wichtermann;5;2011
2016-12-31;Heyne;5;2016
2018-12-31;Perry;6;2018
2016-12-31;Sun;8;2016
2021-12-31;Stoecklin;27;2021
2021-12-31;Schoning;4;2021
2011-12-31;Mari;4;2011
2017-12-31;Lurati;11;2017
2017-12-31;Wydler;6;2017
2013-12-31;Bischofberger;14;2013
2021-12-31;Da Fonseca;5;2021
2020-12-31;Savastano;5;2020
2022-12-31;Choffat;4;2022
2011-12-31;Rinaldi;21;2011
2012-12-31;Kühl;9;2012
2017-12-31;Burkhalter;42;2017
2022-12-31;Ferry;4;2022
2021-12-31;Bosshardt;13;2021
2014-12-31;Mason;8;2014
2015-12-31;Steegmüller;4;2015
2013-12-31;Murat;5;2013
2018-12-31;Eguez;4;2018
2022-12-31;Pradhan;5;2022
2011-12-31;Hammond;4;2011
2020-12-31;Klarskov;5;2020
2018-12-31;Scherb;8;2018
2014-12-31;Sorg;5;2014
2020-12-31;van den Bold;4;2020
2020-12-31;Moosmann;5;2020
2016-12-31;Sirovina;8;2016
2021-12-31;Hessen;8;2021
2016-12-31;Cseh;5;2016
2012-12-31;Mercier;6;2012
2011-12-31;Ochsenbein;5;2011
2020-12-31;Soysal;6;2020
2012-12-31;Gonet;4;2012
2021-12-31;Ming;10;2021
2015-12-31;Sonsöz;4;2015
2021-12-31;Sesatsang;4;2021
2017-12-31;Parise;6;2017
2018-12-31;Jaha;4;2018
2012-12-31;Sarode;4;2012
2018-12-31;Tabeling;4;2018
2017-12-31;Clement;6;2017
2016-12-31;Zitzmann;5;2016
2019-12-31;Alali;6;2019
2017-12-31;Vernier;5;2017
2017-12-31;Roncevic;4;2017
2017-12-31;Bubeck;5;2017
2016-12-31;Mussie;8;2016
2018-12-31;Hindermann;4;2018
2014-12-31;Leisi;4;2014
2011-12-31;Vu;8;2011
2014-12-31;Haus;4;2014
2022-12-31;Smoron;4;2022
2013-12-31;Bohni;14;2013
2018-12-31;Stockmaier;4;2018
2021-12-31;Larosa;6;2021
2015-12-31;Gäumann;6;2015
2021-12-31;Reifler;14;2021
2022-12-31;Prime;10;2022
2011-12-31;Schiff;4;2011
2018-12-31;Bos;5;2018
2016-12-31;Hofbauer;8;2016
2014-12-31;Schulle;5;2014
2021-12-31;Rytz;26;2021
2015-12-31;Gerspach;17;2015
2012-12-31;Greco;18;2012
2016-12-31;Hegyaljai;5;2016
2020-12-31;Veit;6;2020
2022-12-31;Hasanovic;7;2022
2017-12-31;Haas;113;2017
2017-12-31;Heider;10;2017
2011-12-31;Bermejo;4;2011
2021-12-31;Zumkehr;5;2021
2020-12-31;von Salis;4;2020
2012-12-31;Hagmann;39;2012
2019-12-31;Makragic;7;2019
2022-12-31;Beric;4;2022
2018-12-31;Chindamo;4;2018
2021-12-31;Venturini;6;2021
2014-12-31;Karaagaç;5;2014
2016-12-31;Aznar;6;2016
2020-12-31;Emmenegger;46;2020
2018-12-31;Mor;5;2018
2017-12-31;Bühler;191;2017
2019-12-31;Torres;41;2019
2018-12-31;Kocher;55;2018
2021-12-31;Sejdiji;4;2021
2014-12-31;Smith;36;2014
2020-12-31;Hetzel;4;2020
2021-12-31;Huser;32;2021
2017-12-31;Mutter;16;2017
2020-12-31;Clavadetscher;7;2020
2019-12-31;Mollet;8;2019
2019-12-31;Ucur;8;2019
2015-12-31;Trifunovic;7;2015
2021-12-31;Saghi;5;2021
2016-12-31;Kornfeld;6;2016
2013-12-31;Henzer;4;2013
2012-12-31;Zäch;5;2012
2015-12-31;Gerlach;8;2015
2016-12-31;Häsler;12;2016
2018-12-31;Baum;5;2018
2012-12-31;Obermeyer;7;2012
2012-12-31;De Leon;8;2012
2014-12-31;Edmond;4;2014
2017-12-31;Guttmann;11;2017
2018-12-31;Fuso;4;2018
2016-12-31;Giustizieri;5;2016
2019-12-31;Armbruster;9;2019
2015-12-31;Uecker;6;2015
2019-12-31;Scacchi;7;2019
2018-12-31;Heyer;10;2018
2015-12-31;Herbst;16;2015
2012-12-31;Ismail;14;2012
2013-12-31;Mauti;13;2013
2019-12-31;Uhlmann;35;2019
2011-12-31;Aruni;7;2011
2019-12-31;Ramseier;43;2019
2021-12-31;Akdas;11;2021
2022-12-31;Ratnagobal;4;2022
2011-12-31;Ilik;5;2011
2016-12-31;Ballato;5;2016
2015-12-31;Diallo;29;2015
2013-12-31;Charles;10;2013
2011-12-31;Babic;32;2011
2014-12-31;Rota;6;2014
2019-12-31;Ciliberto;11;2019
2019-12-31;Polymeras;5;2019
2020-12-31;Arquint;5;2020
2021-12-31;Lightowlers;4;2021
2020-12-31;Périat;5;2020
2022-12-31;Grollimund;7;2022
2022-12-31;Cardona;4;2022
2022-12-31;Aguilar;30;2022
2016-12-31;Christensen;10;2016
2020-12-31;Thomson;5;2020
2012-12-31;Lincke;5;2012
